GroupID,PageID,PostID
994847924564121,994847924564121,1131237277591851
994847924564121,994847924564121,1128993317816247
994847924564121,994847924564121,1127889474593298
994847924564121,994847924564121,1126163171432595
994847924564121,994847924564121,1125485961500316
994847924564121,994847924564121,1123327735049472
994847924564121,994847924564121,1122939098421669
994847924564121,994847924564121,1121319188583660
994847924564121,994847924564121,1120171268698452
994847924564121,994847924564121,1118410595541186
994847924564121,105565794188195,1047586925956887
994847924564121,105565794188195,1050417175673862
994847924564121,105565794188195,1065331037515809
994847924564121,105565794188195,1071197263595853
994847924564121,105565794188195,1118375012211411
994847924564121,105565794188195,1116329682415944
994847924564121,994847924564121,1117824722266440
994847924564121,994847924564121,1116337829081796
994847924564121,994847924564121,1115406839174895
994847924564121,994847924564121,1115062349209344
994847924564121,994847924564121,1114691389246440
994847924564121,994847924564121,1114173112631601
994847924564121,994847924564121,1113206532728259
994847924564121,994847924564121,1111978676184378
994847924564121,994847924564121,1112013002847612
994847924564121,994847924564121,1112017836180462
994847924564121,994847924564121,1112026062846306
994847924564121,994847924564121,1112039976178248
994847924564121,994847924564121,1112045306177715
994847924564121,994847924564121,1112046472844265
994847924564121,994847924564121,1112080166174229
994847924564121,994847924564121,1110928932956019
994847924564121,994847924564121,1110878932961019
994847924564121,994847924564121,1109475409768038
994847924564121,994847924564121,1108668929848686
994847924564121,994847924564121,1107953936586852
994847924564121,994847924564121,1107292503319662
994847924564121,994847924564121,1107077896674456
994847924564121,994847924564121,1106681983380714
994847924564121,994847924564121,1104694973579415
994847924564121,994847924564121,1102678067114439
994847924564121,994847924564121,1103203550395224
994847924564121,994847924564121,1101582180557361
994847924564121,994847924564121,1099600720755507
994847924564121,994847924564121,1099338770781702
994847924564121,994847924564121,1098548000860779
994847924564121,994847924564121,1097890787593167
994847924564121,994847924564121,1097205670995012
994847924564121,994847924564121,1094206041294975
994847924564121,994847924564121,1091411018241144
994847924564121,994847924564121,1086223648759881
994847924564121,994847924564121,1089338458448400
994847924564121,994847924564121,1090882631627316
994847924564121,994847924564121,1085732622142317
994847924564121,994847924564121,1073401666708746
994847924564121,994847924564121,1072751616773751
994847924564121,994847924564121,1072082756840637
994847924564121,994847924564121,1071353313580248
994847924564121,994847924564121,1070855840296662
994847924564121,994847924564121,1049336452448601
994847924564121,994847924564121,1051458048903108
994847924564121,994847924564121,1069991877049725
994847924564121,994847924564121,1058466508202262
994847924564121,994847924564121,1056526431729603
994847924564121,994847924564121,1051733058875607
994847924564121,994847924564121,1051510175564562
994847924564121,994847924564121,1069325450449701
994847924564121,994847924564121,1068073913908188
994847924564121,103195875947439,1067492430633003
994847924564121,994847924564121,1066625810719665
994847924564121,994847924564121,1049056732476573
994847924564121,994847924564121,1049278579121055
994847924564121,994847924564121,1049552552426991
994847924564121,994847924564121,1049380115777568
994847924564121,994847924564121,1058466228202290
994847924564121,994847924564121,1050512412331005
994847924564121,994847924564121,1051732985542281
994847924564121,994847924564121,1051510282231218
994847924564121,994847924564121,1056526535062926
994847924564121,994847924564121,1051727062209540
994847924564121,994847924564121,1051727908876122
994847924564121,994847924564121,1062170687831844
994847924564121,994847924564121,1062460447802868
994847924564121,994847924564121,1062490497799863
994847924564121,994847924564121,1051732928875620
994847924564121,994847924564121,1056526648396248
994847924564121,994847924564121,1058465958202317
994847924564121,994847924564121,1065097920872454
994847924564121,994847924564121,1065498177499095
994847924564121,994847924564121,1066053577443555
994847924564121,994847924564121,1064623524253227
994847924564121,994847924564121,1063979727650940
994847924564121,994847924564121,1063388777710035
994847924564121,994847924564121,1062149977833915
994847924564121,994847924564121,1061448941237352
994847924564121,994847924564121,1060859124629667
994847924564121,994847924564121,1059013841480862
994847924564121,994847924564121,1058466844868895
994847924564121,994847924564121,1058223751559871
994847924564121,994847924564121,1057682134947366
994847924564121,994847924564121,1057116515003928
994847924564121,994847924564121,1056207578428155
994847924564121,994847924564121,1056296105085969
994847924564121,994847924564121,1055490015166578
994847924564121,994847924564121,1055042665211313
994847924564121,994847924564121,1048829129166000
994847924564121,994847924564121,1054961178552795
994847924564121,994847924564121,1054481915267388
994847924564121,994847924564121,1054477271934519
994847924564121,994847924564121,1054477101934536
994847924564121,994847924564121,1054405695275010
994847924564121,994847924564121,1053820618666851
994847924564121,994847924564121,1053250982057148
994847924564121,994847924564121,1052141672168079
994847924564121,994847924564121,1051611432221103
994847924564121,994847924564121,1050681698980743
994847924564121,111045098062943,1050180062364240
994847924564121,111045098062943,1050512345664345
994847924564121,111045098062943,1050179979030915
994847924564121,1636246536468155,1049415102440736
994847924564121,994847924564121,1042562986459281
994847924564121,994847924564121,1042577896457790
994847924564121,994847924564121,1043121526403427
994847924564121,994847924564121,1043279569720956
994847924564121,994847924564121,1043454253036821
994847924564121,994847924564121,1043874312994815
994847924564121,994847924564121,1046371449411768
994847924564121,994847924564121,1047994122582834
994847924564121,102242899333609,1046066092775637
994847924564121,994847924564121,1046781662704080
994847924564121,994847924564121,1046166512765595
994847924564121,994847924564121,1046149692767277
994847924564121,994847924564121,1046006362781610
994847924564121,994847924564121,1001722753876638
994847924564121,994847924564121,1001813323867581
994847924564121,994847924564121,1001878450527735
994847924564121,994847924564121,1045767279472185
994847924564121,994847924564121,1003689467013300
994847924564121,994847924564121,1046006216114958
994847924564121,108217837498071,1045871059461807
994847924564121,994847924564121,1045674279481485
994847924564121,994847924564121,1045123539536559
994847924564121,994847924564121,1045440216171558
994847924564121,103263912417236,1044833509565562
994847924564121,101055641726477,1043632096352370
994847924564121,994847924564121,1040638739985039
994847924564121,994847924564121,1043719939676919
994847924564121,994847924564121,1043170309731882
994847924564121,994847924564121,1042982496417330
994847924564121,115163147835817,1042795583102688
994847924564121,111045098062943,1041438406571739
994847924564121,111045098062943,1042569293125317
994847924564121,994847924564121,1041535523228694
994847924564121,994847924564121,1040233980025515
994847924564121,111688151339295,1038929760155937
994847924564121,994847924564121,996709224377991
994847924564121,994847924564121,1038544496861130
994847924564121,994847924564121,1038360420212871
994847924564121,994847924564121,1037943196921260
994847924564121,994847924564121,1038036683578578
994847924564121,994847924564121,1038037266911853
994847924564121,994847924564121,1038038260245087
994847924564121,994847924564121,1038039053578341
994847924564121,994847924564121,1037898563592390
994847924564121,994847924564121,1037366493645597
994847924564121,994847924564121,1037208090328104
994847924564121,994847924564121,1035460103836236
994847924564121,994847924564121,1036844083697838
994847924564121,994847924564121,1036623023719944
994847924564121,994847924564121,1036254700423443
994847924564121,994847924564121,1036354513746795
994847924564121,111045098062943,1036081440440769
994847924564121,994847924564121,1036036590445254
994847924564121,994847924564121,1035753557140224
994847924564121,994847924564121,1035709923811254
994847924564121,994847924564121,994862664562647
994847924564121,994847924564121,1035551757160404
994847924564121,994847924564121,1035551607160419
994847924564121,994847924564121,997563570959223
994847924564121,994847924564121,1035551100493803
994847924564121,994847924564121,1035536537161926
994847924564121,994847924564121,1035461343836112
994847924564121,994847924564121,1035461483836098
994847924564121,994847924564121,1035133263868920
994847924564121,994847924564121,1034392133943033
994847924564121,994847924564121,1034414850607428
994847924564121,994847924564121,997008484348065
994847924564121,994847924564121,1022551175127129
994847924564121,108217837498071,1020919615290285
994847924564121,108217837498071,1025665718149008
994847924564121,994847924564121,1015520472496866
994847924564121,101779965339369,1015114305870816
994847924564121,994847924564121,1014074309308149
994847924564121,994847924564121,997789507603296
994847924564121,994847924564121,1011789862869927
994847924564121,994847924564121,1010684172980496
994847924564121,994847924564121,1010259586356288
994847924564121,994847924564121,1001338593915054
994847924564121,994847924564121,1010047329710847
994847924564121,994847924564121,1008120066570240
994847924564121,113051757961857,1007860943262819
994847924564121,113051757961857,1007943553254558
994847924564121,994847924564121,1007441769971403
994847924564121,994847924564121,1007232663325647
994847924564121,994847924564121,1005729133476000
994847924564121,994847924564121,1006373456744901
994847924564121,994847924564121,1003101663738747
994847924564121,103390029256796,1002663283782585
994847924564121,994847924564121,1002372997144947
994847924564121,994847924564121,1002338623815051
994847924564121,994847924564121,1001121727270074
994847924564121,994847924564121,1001206870594893
994847924564121,994847924564121,1001338683915045
994847924564121,994847924564121,1000417764007137
994847924564121,994847924564121,998150344233879
994847924564121,384918348222883,996866437695603
994847924564121,384918348222883,997915747590672
994847924564121,994847924564121,997883824260531
994847924564121,994847924564121,996562937725953
994847924564121,994847924564121,997495814299332
994847924564121,994847924564121,997215647660682
994847924564121,994847924564121,997027024346211
994847924564121,994847924564121,997025831012997
994847924564121,994847924564121,997008557681391
994847924564121,994847924564121,996908191024761
994847924564121,994847924564121,996822714366642
994847924564121,378830356286768,996713514377562
994847924564121,994847924564121,996709154377998
994847924564121,994847924564121,996279297754317
994847924564121,994847924564121,995689777813269
994847924564121,994847924564121,995685274480386
994847924564121,994847924564121,995100254538888
994847924564121,994847924564121,994847931230787
713383463337214,713383463337214,878044233537802
713383463337214,713383463337214,878044033537822
713383463337214,713383463337214,878043933537832
713383463337214,713383463337214,878043800204512
713383463337214,713383463337214,878043696871189
713383463337214,103195875947439,875343457141213
713383463337214,492303810910838,874045307271028
713383463337214,103195875947439,872827574059468
713383463337214,713383463337214,872802237395335
713383463337214,103195875947439,871831800825712
713383463337214,492303810910838,864346914907534
713383463337214,554578488233108,863669628308596
713383463337214,713383463337214,858847155457510
713383463337214,492303810910838,855299945812231
713383463337214,103195875947439,854639442544948
713383463337214,492303810910838,854474079228151
713383463337214,103195875947439,853752795966946
713383463337214,492303810910838,853639295978296
713383463337214,492303810910838,852780339397525
713383463337214,103195875947439,852309309444628
713383463337214,103195875947439,852714536070772
713383463337214,492303810910838,851949219480637
713383463337214,106351608075638,850963796245846
713383463337214,713383463337214,850153292993563
713383463337214,103195875947439,849778029697756
713383463337214,103195875947439,848750266467199
713383463337214,103195875947439,847033069972252
713383463337214,103438025892039,844739470201612
713383463337214,492303810910838,844589836883242
713383463337214,554578488233108,843913246950901
713383463337214,492303810910838,843217640353795
713383463337214,492303810910838,842597797082446
713383463337214,492303810910838,841983873810505
713383463337214,103195875947439,840686810606878
713383463337214,713383463337214,840128607329365
713383463337214,103195875947439,839984627343763
713383463337214,492303810910838,839963077345918
713383463337214,713383463337214,805238964151663
713383463337214,713383463337214,805241754151384
713383463337214,713383463337214,805261420816084
713383463337214,713383463337214,839584730717086
713383463337214,492303810910838,839280987414127
713383463337214,492303810910838,839570637385162
713383463337214,114153576667412,838227520852807
713383463337214,492303810910838,838007100874849
713383463337214,104400186269172,837377460937813
713383463337214,713383463337214,836521987690027
713383463337214,713383463337214,832446328097593
713383463337214,713383463337214,829380941737465
713383463337214,713383463337214,828294765179416
713383463337214,111135391744759,827950535213839
713383463337214,713383463337214,825071842168375
713383463337214,713383463337214,827399258602300
713383463337214,713383463337214,827472871928272
713383463337214,1755738667993232,826849418657284
713383463337214,104043125856011,825247018817524
713383463337214,713383463337214,821475679194658
713383463337214,713383463337214,820907829251443
713383463337214,492303810910838,820843062591253
713383463337214,713383463337214,809110240431202
713383463337214,713383463337214,809208247088068
713383463337214,713383463337214,809514097057483
713383463337214,713383463337214,817103219631904
713383463337214,713383463337214,817321426276750
713383463337214,713383463337214,809703943705165
713383463337214,713383463337214,816871912988368
713383463337214,102543572472379,816713833004176
713383463337214,106351608075638,814105419931684
713383463337214,713383463337214,811160226892870
713383463337214,713383463337214,808461300496096
713383463337214,713383463337214,808561130486113
713383463337214,713383463337214,808657487143144
713383463337214,713383463337214,809212323754327
713383463337214,713383463337214,808004440541782
713383463337214,713383463337214,808373210504905
713383463337214,713383463337214,808277100514516
713383463337214,111135391744759,806983127310580
713383463337214,713383463337214,805523397456553
713383463337214,713383463337214,805601474115412
713383463337214,713383463337214,806263487382544
713383463337214,103195875947439,787618705913689
713383463337214,103195875947439,800203121321914
713383463337214,103195875947439,800205677988325
713383463337214,103195875947439,802292784446281
713383463337214,103195875947439,805524250789801
713383463337214,713383463337214,800081671334059
713383463337214,713383463337214,800071391335087
713383463337214,713383463337214,797646598244233
713383463337214,713383463337214,798428194832740
713383463337214,104400186269172,797886748220218
713383463337214,713383463337214,797634308245462
713383463337214,713383463337214,797647391577487
713383463337214,713383463337214,797636371578589
713383463337214,100554606200985,786828559326037
713383463337214,100554606200985,786839062658320
713383463337214,100554606200985,786840125991547
713383463337214,100554606200985,787170399291853
713383463337214,100554606200985,787173702624856
713383463337214,100554606200985,787180389290854
713383463337214,100554606200985,787186409290252
713383463337214,100554606200985,787333785942181
713383463337214,100554606200985,791085318900361
713383463337214,100554606200985,791243612217865
713383463337214,100554606200985,791334192208807
713383463337214,713383463337214,779725090036384
713383463337214,713383463337214,785675369441356
713383463337214,103195875947439,797394971602729
713383463337214,713383463337214,785199012822325
713383463337214,713383463337214,785206276154932
713383463337214,713383463337214,785213056154254
713383463337214,713383463337214,785237479485145
713383463337214,713383463337214,785238169485076
713383463337214,713383463337214,785238842818342
713383463337214,713383463337214,785238989484994
713383463337214,713383463337214,785240312818195
713383463337214,713383463337214,785790969429796
713383463337214,713383463337214,791710195504540
713383463337214,713383463337214,792274625448097
713383463337214,713383463337214,792275352114691
713383463337214,713383463337214,792512225424337
713383463337214,713383463337214,792610058747887
713383463337214,713383463337214,791568425518717
713383463337214,713383463337214,791652858843607
713383463337214,713383463337214,792246775450882
713383463337214,713383463337214,793710121971214
713383463337214,104400186269172,793542265321333
713383463337214,104400186269172,793709358637957
713383463337214,713383463337214,791452228863670
713383463337214,713383463337214,791805762161650
713383463337214,713383463337214,791445408864352
713383463337214,713383463337214,791561345519425
713383463337214,713383463337214,791671628841730
713383463337214,713383463337214,791720208836872
713383463337214,713383463337214,791804855495074
713383463337214,109547868034810,791550738853819
713383463337214,103195875947439,787957122546514
713383463337214,103195875947439,791119832230243
713383463337214,103195875947439,791354802206746
713383463337214,103195875947439,791372635538296
713383463337214,713383463337214,787979162544310
713383463337214,103195875947439,787618755913684
713383463337214,713383463337214,786802402661986
713383463337214,713383463337214,786839605991599
713383463337214,713383463337214,767291031279790
713383463337214,713383463337214,767820994560127
713383463337214,713383463337214,786491519359741
713383463337214,713383463337214,786830142659212
713383463337214,713383463337214,769632017712358
713383463337214,713383463337214,786491279359765
713383463337214,713383463337214,769628821046011
713383463337214,713383463337214,769631004379126
713383463337214,713383463337214,786491326026427
713383463337214,713383463337214,768877407787819
713383463337214,713383463337214,769125861096307
713383463337214,713383463337214,786491569359736
713383463337214,713383463337214,766617621347131
713383463337214,713383463337214,786491689359724
713383463337214,713383463337214,771919297483630
713383463337214,713383463337214,772173054124921
713383463337214,713383463337214,773748130634080
713383463337214,713383463337214,786490299359863
713383463337214,713383463337214,786543079354585
713383463337214,713383463337214,761495088526051
713383463337214,713383463337214,761910588484501
713383463337214,713383463337214,767289484613278
713383463337214,713383463337214,762011131807780
713383463337214,713383463337214,786491486026411
713383463337214,1636246536468155,769219777753582
713383463337214,1636246536468155,769241801084713
713383463337214,1636246536468155,769251737750386
713383463337214,1636246536468155,769255117750048
713383463337214,1636246536468155,769255364416690
713383463337214,1636246536468155,769255887749971
713383463337214,1636246536468155,769256277749932
713383463337214,1636246536468155,769256631083230
713383463337214,1636246536468155,769446611064232
713383463337214,1636246536468155,769242821084611
713383463337214,1636246536468155,786491409359752
713383463337214,713383463337214,769632144379012
713383463337214,713383463337214,786491236026436
713383463337214,713383463337214,769631684379058
713383463337214,713383463337214,769643414377885
713383463337214,713383463337214,786491162693110
713383463337214,713383463337214,769486137726946
713383463337214,713383463337214,769646277710932
713383463337214,713383463337214,786491119359781
713383463337214,713383463337214,769643987711161
713383463337214,713383463337214,769736057701954
713383463337214,713383463337214,786491059359787
713383463337214,713383463337214,770239477651612
713383463337214,713383463337214,786491006026459
713383463337214,101056656176850,763774134964813
713383463337214,101056656176850,763784781630415
713383463337214,101056656176850,771305374211689
713383463337214,101056656176850,786490936026466
713383463337214,713383463337214,770558984286328
713383463337214,713383463337214,770946797580880
713383463337214,713383463337214,771319270876966
713383463337214,713383463337214,771320790876814
713383463337214,713383463337214,771321810876712
713383463337214,713383463337214,771322570876636
713383463337214,713383463337214,771323967543163
713383463337214,713383463337214,771329300875963
713383463337214,713383463337214,771329717542588
713383463337214,713383463337214,771334607542099
713383463337214,713383463337214,771335150875378
713383463337214,713383463337214,771335400875353
713383463337214,713383463337214,771335434208683
713383463337214,713383463337214,771335877541972
713383463337214,713383463337214,771336157541944
713383463337214,713383463337214,771336297541930
713383463337214,713383463337214,771338634208363
713383463337214,713383463337214,771340224208204
713383463337214,713383463337214,771340490874844
713383463337214,713383463337214,771340510874842
713383463337214,713383463337214,771340854208141
713383463337214,713383463337214,771341064208120
713383463337214,713383463337214,771341727541387
713383463337214,713383463337214,771341760874717
713383463337214,713383463337214,771342644207962
713383463337214,713383463337214,771343687541191
713383463337214,713383463337214,771344177541142
713383463337214,713383463337214,771344747541085
713383463337214,713383463337214,771344947541065
713383463337214,713383463337214,771946034147623
713383463337214,713383463337214,772102820798611
713383463337214,713383463337214,771370577538502
713383463337214,713383463337214,786490882693138
713383463337214,713383463337214,771476314194595
713383463337214,713383463337214,771547120854181
713383463337214,713383463337214,772065417469018
713383463337214,713383463337214,772066567468903
713383463337214,713383463337214,771612070847686
713383463337214,713383463337214,772066060802287
713383463337214,713383463337214,786490806026479
713383463337214,713383463337214,771336564208570
713383463337214,713383463337214,771899557485604
713383463337214,713383463337214,771903750818518
713383463337214,713383463337214,771906664151560
713383463337214,713383463337214,771920127483547
713383463337214,713383463337214,786490749359818
713383463337214,713383463337214,769641674378059
713383463337214,713383463337214,769696261039267
713383463337214,713383463337214,771375450871348
713383463337214,713383463337214,771472637528296
713383463337214,713383463337214,786490702693156
713383463337214,713383463337214,771360804206146
713383463337214,713383463337214,786490642693162
713383463337214,713383463337214,772760037399556
713383463337214,713383463337214,786490589359834
713383463337214,713383463337214,771513230857570
713383463337214,713383463337214,772803834061843
713383463337214,713383463337214,786490512693175
713383463337214,713383463337214,771324510876442
713383463337214,713383463337214,772814904060736
713383463337214,713383463337214,786490406026519
713383463337214,713383463337214,774404000568493
713383463337214,713383463337214,786490226026537
713383463337214,713383463337214,771327044209522
713383463337214,713383463337214,771904077485152
713383463337214,713383463337214,771904944151732
713383463337214,713383463337214,783192943022932
713383463337214,713383463337214,783593339649559
713383463337214,713383463337214,784461419562751
713383463337214,713383463337214,784465589562334
713383463337214,713383463337214,786490129359880
713383463337214,136152606417293,772206744121552
713383463337214,136152606417293,773512600657633
713383463337214,136152606417293,785676059441287
713383463337214,713383463337214,774346973907529
713383463337214,713383463337214,785675936107966
713383463337214,113559674659057,771319960876897
713383463337214,113559674659057,773508417324718
713383463337214,113559674659057,773511117324448
713383463337214,113559674659057,776602907015269
713383463337214,113559674659057,785675866107973
713383463337214,713383463337214,775028763839350
713383463337214,713383463337214,776594303682796
713383463337214,713383463337214,776601367015423
713383463337214,713383463337214,776808573661369
713383463337214,713383463337214,785675786107981
713383463337214,713383463337214,776827596992800
713383463337214,713383463337214,776864393655787
713383463337214,713383463337214,785675716107988
713383463337214,713383463337214,764017578273802
713383463337214,713383463337214,764023521606541
713383463337214,713383463337214,764063314935895
713383463337214,713383463337214,778539716821588
713383463337214,713383463337214,780053230003570
713383463337214,713383463337214,785675639441329
713383463337214,713383463337214,761360755206151
713383463337214,713383463337214,761418578533702
713383463337214,713383463337214,761902445151982
713383463337214,713383463337214,761911231817770
713383463337214,713383463337214,762251448450415
713383463337214,713383463337214,762011045141122
713383463337214,713383463337214,762020921806801
713383463337214,713383463337214,763877204954506
713383463337214,713383463337214,762574658418094
713383463337214,713383463337214,780436649965228
713383463337214,713383463337214,785675516108008
713383463337214,713383463337214,763700824972144
713383463337214,713383463337214,763785054963721
713383463337214,713383463337214,763796908295869
713383463337214,713383463337214,763797151629178
713383463337214,713383463337214,763797488295811
713383463337214,713383463337214,763797831629110
713383463337214,713383463337214,763798471629046
713383463337214,713383463337214,763798481629045
713383463337214,713383463337214,763798898295670
